winner_name,wins,aces,double_faults,service_points,1st_serves_made,1st_serve_points_won,2nd_serve_points_won,service_games_won,break_points_saved,break_points_faced,height
Guido Andreozzi,1,4.0,3.0,77.0,44.0,37.0,22.0,15.0,4.0,6.0,183.0
Guido Pella,9,4.333333333333333,2.5555555555555554,108.66666666666667,76.33333333333333,53.0,17.666666666666668,16.444444444444443,6.888888888888889,9.333333333333334,185.0
Gustavo Heide,1,,,,,,,,,,
Hady Habib,2,,,,,,,,,,
Hamad Medjedovic,4,7.0,6.0,79.33333333333333,45.0,32.666666666666664,16.666666666666668,12.666666666666666,5.0,7.0,185.0
Harold Mayot,1,15.0,1.0,100.0,68.0,53.0,18.0,16.0,7.0,8.0,178.0
Henri Laaksonen,3,5.0,3.3333333333333335,113.66666666666667,76.0,49.333333333333336,17.666666666666668,16.0,9.0,13.666666666666666,185.0
Hiroki Moriya,1,2.0,1.0,50.0,35.0,27.0,6.0,8.0,4.0,5.0,170.0
Holger Rune,79,4.878378378378378,3.2162162162162162,76.01351351351352,49.37837837837838,37.229729729729726,15.054054054054054,12.297297297297296,3.2027027027027026,4.445945945945946,185.0
Hong Kit Jack Wong,1,4.0,8.0,56.0,33.0,20.0,13.0,11.0,3.0,7.0,
Hubert Hurkacz,73,14.767123287671232,1.904109589041096,84.75342465753425,54.6986301369863,44.10958904109589,16.753424657534246,14.0,2.808219178082192,3.9315068493150687,196.0
Hugo Dellien,9,2.2222222222222223,1.0,66.33333333333333,48.55555555555556,35.22222222222222,10.0,10.666666666666666,1.8888888888888888,2.7777777777777777,180.0
Hugo Gaston,13,3.6923076923076925,2.076923076923077,86.3076923076923,46.0,33.0,22.615384615384617,13.615384615384615,4.461538461538462,7.0,173.0
Hugo Grenier,4,8.75,4.0,110.0,69.75,53.0,21.25,16.75,4.25,6.5,196.0
Ilya Ivashka,31,4.903225806451613,2.5806451612903225,84.35483870967742,52.96774193548387,38.61290322580645,17.129032258064516,13.258064516129032,3.3548387096774195,5.258064516129032,193.0
Ivan Gakhov,1,7.0,4.0,98.0,55.0,39.0,21.0,15.0,4.0,8.0,
J J Wolf,37,8.18918918918919,2.5405405405405403,72.1891891891892,44.054054054054056,33.86486486486486,15.81081081081081,11.891891891891891,3.0,4.243243243243243,183.0
Jack Draper,33,7.545454545454546,2.515151515151515,62.93939393939394,37.03030303030303,29.87878787878788,14.212121212121213,10.454545454545455,2.9696969696969697,3.8181818181818183,191.0
Jack Sock,9,5.555555555555555,4.222222222222222,81.33333333333333,50.888888888888886,38.333333333333336,15.333333333333334,12.666666666666666,4.333333333333333,6.111111111111111,185.0
Jacopo Berrettini,1,3.0,5.0,74.0,48.0,36.0,11.0,11.0,3.0,5.0,
Jakub Mensik,2,11.0,3.5,118.0,58.5,48.0,35.5,19.5,2.0,3.5,
James Duckworth,9,10.333333333333334,2.2222222222222223,85.22222222222223,49.77777777777778,39.333333333333336,19.22222222222222,14.333333333333334,3.3333333333333335,5.111111111111111,183.0
Jan Choinski,1,8.0,2.0,128.0,88.0,57.0,24.0,20.0,6.0,11.0,
Jan Lennard Struff,24,10.65,3.15,78.9,46.15,36.9,18.35,12.75,3.6,4.9,193.0
Jannik Sinner,93,6.377777777777778,2.3666666666666667,77.5111111111111,45.233333333333334,35.044444444444444,18.322222222222223,12.811111111111112,3.3777777777777778,4.8,188.0
Jason Jung,1,2.0,2.0,87.0,53.0,35.0,21.0,14.0,3.0,6.0,178.0
Jason Kubler,24,6.608695652173913,2.8260869565217392,87.91304347826087,55.82608695652174,42.17391304347826,17.91304347826087,13.91304347826087,3.0434782608695654,4.565217391304348,178.0
Jaume Munar,33,3.3636363636363638,2.9696969696969697,72.51515151515152,48.0,33.90909090909091,13.030303030303031,11.333333333333334,3.5454545454545454,5.515151515151516,183.0
Jenson Brooksby,30,3.8275862068965516,1.2413793103448276,76.86206896551724,49.86206896551724,35.689655172413794,15.10344827586207,11.827586206896552,3.9310344827586206,5.448275862068965,188.0
Jeremy Chardy,1,7.0,14.0,157.0,96.0,65.0,26.0,18.0,21.0,26.0,188.0
Jiri Lehecka,43,5.921052631578948,2.0789473684210527,79.52631578947368,51.63157894736842,38.921052631578945,15.868421052631579,13.052631578947368,3.1315789473684212,4.605263157894737,185.0
Jiri Vesely,11,15.272727272727273,6.7272727272727275,100.0909090909091,63.27272727272727,50.54545454545455,18.90909090909091,16.454545454545453,4.7272727272727275,6.7272727272727275,198.0
Jo-Wilfried Tsonga,2,9.0,2.5,54.5,31.5,27.0,13.0,9.5,3.0,3.5,188.0
Joao Sousa,18,4.8125,2.5,89.6875,53.75,38.9375,19.375,13.75,4.125,6.4375,185.0
Johan Nikles,1,1.0,0.0,112.0,76.0,49.0,20.0,18.0,6.0,10.0,170.0
Johannes Ingildsen,1,,,,,,,,,,
Johannes Seeman,1,,,,,,,,,,
John Isner,32,22.59375,2.4375,88.0,60.875,50.1875,15.78125,14.8125,2.40625,3.125,206.0
John Millman,11,4.545454545454546,1.5454545454545454,93.27272727272727,60.72727272727273,44.27272727272727,19.818181818181817,14.636363636363637,2.727272727272727,4.181818181818182,183.0
Jordan Thompson,27,7.653846153846154,1.1923076923076923,70.96153846153847,44.61538461538461,34.76923076923077,16.23076923076923,12.26923076923077,2.3461538461538463,3.4615384615384617,183.0
Jozef Kovalik,4,2.5,2.0,87.75,62.25,40.0,12.0,12.75,4.75,8.25,183.0
Juan Alejandro Hernandez Serrano,1,5.0,3.0,80.0,46.0,29.0,16.0,14.0,4.0,10.0,
Juan Ignacio Londero,4,5.25,1.0,73.0,46.25,35.0,14.75,12.0,3.5,5.0,180.0
Juan Manuel Cerundolo,10,4.0,4.5,87.2,53.6,38.8,16.3,13.2,5.1,7.5,183.0
Juan Pablo Ficovich,1,3.0,0.0,75.0,53.0,39.0,9.0,10.0,4.0,5.0,191.0
Juan Pablo Varillas,18,5.25,1.625,85.9375,48.4375,35.3125,20.375,13.5625,3.4375,5.75,185.0
Juncheng Shang,4,3.0,1.25,76.0,50.5,38.5,15.5,13.25,2.25,3.25,
Jurij Rodionov,6,7.0,2.75,73.75,43.5,35.0,17.5,12.0,1.75,2.25,191.0
Kaichi Uchida,1,3.0,1.0,49.0,26.0,22.0,16.0,9.0,3.0,3.0,180.0
Kaipo Marshall,1,,,,,,,,,,
Kamil Majchrzak,17,5.0,1.6,67.13333333333334,42.8,33.4,13.866666666666667,10.933333333333334,3.2,3.933333333333333,183.0
Karen Khachanov,60,9.05084745762712,2.23728813559322,86.69491525423729,55.69491525423729,42.6271186440678,17.06779661016949,13.898305084745763,3.8135593220338984,5.389830508474576,198.0
Karlis Ozolins,2,,,,,,,,,,
Kasidit Samrej,2,,,,,,,,,,
Kei Nishikori,2,2.0,1.5,76.0,52.5,40.0,13.5,11.5,2.5,3.5,178.0
Kevin Anderson,3,14.333333333333334,2.3333333333333335,57.0,38.666666666666664,32.666666666666664,11.0,9.666666666666666,2.3333333333333335,2.6666666666666665,203.0
Kyle Edmund,2,9.0,3.0,74.0,42.0,36.0,13.5,10.5,4.0,4.5,188.0
Laslo Djere,51,6.26530612244898,2.6530612244897958,74.36734693877551,46.02040816326531,35.02040816326531,15.89795918367347,11.63265306122449,3.326530612244898,4.510204081632653,188.0
Leandro Riedi,1,8.0,4.0,67.0,34.0,25.0,20.0,10.0,4.0,4.0,191.0
Leo Borg,1,3.0,2.0,65.0,42.0,34.0,13.0,11.0,2.0,3.0,183.0
Li Tu,1,4.0,2.0,70.0,44.0,34.0,16.0,11.0,1.0,2.0,180.0
Liam Broady,11,5.7272727272727275,3.090909090909091,96.63636363636364,57.0,40.90909090909091,21.181818181818183,15.090909090909092,4.636363636363637,7.2727272727272725,183.0
Lloyd Harris,12,14.75,1.8333333333333333,83.33333333333333,54.166666666666664,42.0,16.083333333333332,13.0,3.8333333333333335,4.583333333333333,193.0
Lorenzo Musetti,64,4.048387096774194,1.7741935483870968,72.74193548387096,46.193548387096776,34.193548387096776,15.290322580645162,11.85483870967742,3.0483870967741935,4.516129032258065,185.0
Lorenzo Sonego,47,5.644444444444445,1.5777777777777777,77.71111111111111,54.644444444444446,41.51111111111111,12.577777777777778,12.622222222222222,3.4,4.688888888888889,191.0
Luca Nardi,2,1.0,2.0,69.0,43.5,30.5,15.0,11.0,4.0,5.5,185.0
Luca Van Assche,8,2.625,2.625,84.25,49.625,34.0,18.875,13.125,5.125,8.375,
Lucas Pouille,4,6.5,5.75,94.0,54.5,40.25,20.5,13.25,7.5,9.0,185.0
Luciano Darderi,1,4.0,1.0,58.0,26.0,23.0,18.0,10.0,2.0,3.0,
Luis Carlos Alvarez Valdes,1,,,,,,,,,,
Mackenzie Mcdonald,53,5.788461538461538,1.8076923076923077,73.46153846153847,46.51923076923077,34.17307692307692,14.942307692307692,11.51923076923077,3.5,5.0576923076923075,178.0
Malek Jaziri,1,4.0,2.0,78.0,49.0,34.0,14.0,11.0,5.0,7.0,185.0
Manuel Guinard,4,6.0,3.25,91.0,59.0,39.75,15.75,13.75,7.5,11.25,
Marc Andrea Huesler,22,8.947368421052632,1.736842105263158,73.05263157894737,44.94736842105263,35.10526315789474,16.94736842105263,12.210526315789474,2.526315789473684,3.4210526315789473,196.0
Marcelo Arevalo,4,,,,,,,,,,191.0
Marco Cecchinato,15,4.133333333333334,2.1333333333333333,82.0,53.13333333333333,36.86666666666667,16.2,12.2,4.8,6.8,185.0
Marcos Giron,36,5.722222222222222,1.5277777777777777,73.86111111111111,45.02777777777778,34.861111111111114,16.63888888888889,12.11111111111111,2.7777777777777777,3.9722222222222223,180.0
Marin Cilic,34,12.5625,2.90625,79.71875,47.75,38.9375,17.65625,13.5,2.34375,3.5625,198.0
Martin Cuevas,1,,,,,,,,,,188.0
Marton Fucsovics,34,5.0,3.53125,86.375,52.9375,39.40625,18.6875,13.84375,3.53125,5.375,188.0
Matheus Pucinelli De Almeida,2,2.0,1.0,58.0,44.0,31.0,4.0,10.0,2.0,5.0,183.0
Matic Kriznik,1,,,,,,,,,,
Matija Pecotic,1,10.0,7.0,85.0,54.0,41.0,16.0,13.0,6.0,8.0,
Matteo Arnaldi,13,5.846153846153846,2.6923076923076925,82.92307692307692,47.61538461538461,34.61538461538461,19.692307692307693,13.0,4.923076923076923,6.769230769230769,183.0
Matteo Berrettini,44,12.825,2.05,83.725,54.425,43.925,16.1,14.025,2.925,3.95,196.0
Matwe Middelkoop,1,,,,,,,,,,191.0
Max Purcell,11,7.2727272727272725,2.090909090909091,72.72727272727273,44.54545454545455,33.27272727272727,16.454545454545453,12.181818181818182,3.3636363636363638,4.7272727272727275,185.0
Maxime Cressy,35,15.82857142857143,7.6571428571428575,82.17142857142858,50.57142857142857,41.714285714285715,18.34285714285714,13.628571428571428,2.6285714285714286,3.257142857142857,198.0
Maximilian Marterer,6,12.666666666666666,2.8333333333333335,95.83333333333333,59.166666666666664,47.833333333333336,20.5,16.0,3.1666666666666665,4.333333333333333,191.0
Menelaos Efstathiou,1,,,,,,,,,,
Michael Mmoh,14,7.214285714285714,4.071428571428571,97.71428571428571,64.57142857142857,46.5,17.857142857142858,15.142857142857142,5.285714285714286,7.428571428571429,188.0
Michail Pervolarakis,2,6.0,2.0,54.0,33.0,25.0,15.0,9.0,0.0,0.0,193.0
Mikael Ymer,35,2.4,3.2333333333333334,80.96666666666667,55.266666666666666,38.733333333333334,13.133333333333333,12.633333333333333,3.7666666666666666,6.066666666666666,183.0
Mikhail Kukushkin,1,0.0,1.0,78.0,44.0,28.0,21.0,10.0,11.0,12.0,183.0
Milos Raonic,4,23.75,4.75,88.75,56.0,49.5,18.0,14.75,3.0,3.5,196.0
Miomir Kecmanovic,58,4.678571428571429,1.4285714285714286,75.14285714285714,46.625,34.160714285714285,16.857142857142858,11.964285714285714,3.857142857142857,5.392857142857143,183.0
Mirza Basic,1,7.0,0.0,77.0,46.0,34.0,16.0,13.0,3.0,5.0,188.0
Mitchell Krueger,5,3.0,2.0,55.6,37.2,29.0,11.0,9.4,2.0,2.8,188.0
Moez Echargui,2,,,,,,,,,,180.0
Mohamed Safwat,4,3.5,2.5,62.0,36.5,28.5,14.0,11.0,1.5,3.0,183.0
Mousa Alkotop,1,,,,,,,,,,
Nam Hoang Ly,2,,,,,,,,,,
Nerman Fatic,1,,,,,,,,,,191.0
Nicholas David Ionel,2,,,,,,,,,,
Nick Hardt,1,,,,,,,,,,183.0
Nick Kyrgios,40,15.54054054054054,3.0,76.94594594594595,52.729729729729726,42.24324324324324,14.054054054054054,13.0,2.918918918918919,3.4864864864864864,193.0
Nicolas Alvarez Varona,1,6.0,4.0,68.0,41.0,31.0,15.0,11.0,6.0,8.0,
Nicolas Barrientos,1,,,,,,,,,,175.0
Nicolas Jarry,35,11.0,2.21875,83.5,54.21875,43.25,16.75,13.8125,2.75,3.84375,198.0
Nicolas Mejia,2,,,,,,,,,,185.0
Nikola Milojevic,1,1.0,1.0,70.0,44.0,31.0,16.0,11.0,2.0,4.0,188.0
Nikoloz Basilashvili,16,3.7333333333333334,3.2,81.4,47.666666666666664,35.2,19.066666666666666,13.333333333333334,3.3333333333333335,5.4,185.0
Norbert Gombos,2,5.0,4.0,91.0,56.5,42.0,20.0,16.5,3.0,5.5,193.0
Novak Djokovic,88,6.534883720930233,2.3255813953488373,77.66279069767442,50.104651162790695,39.616279069767444,16.046511627906977,13.011627906976743,2.7093023255813953,3.86046511627907,188.0
Nuno Borges,10,4.666666666666667,3.0,90.22222222222223,60.111111111111114,43.888888888888886,18.333333333333332,14.555555555555555,3.2222222222222223,5.0,185.0
Olaf Pieczkowski,2,,,,,,,,,,
Omni Kumar,2,4.0,2.0,69.5,37.0,28.5,19.5,11.0,1.5,2.0,
Oscar Otte,26,8.6,3.76,69.44,40.08,33.08,15.92,11.28,3.32,4.32,196.0
Osgar Ohoisin,1,,,,,,,,,,193.0
Otto Virtanen,1,,,,,,,,,,191.0
Pablo Andujar,9,1.7777777777777777,2.5555555555555554,68.44444444444444,45.333333333333336,30.555555555555557,12.555555555555555,10.88888888888889,3.5555555555555554,5.888888888888889,180.0
Pablo Carreno Busta,38,4.605263157894737,1.736842105263158,76.34210526315789,51.31578947368421,37.73684210526316,15.157894736842104,12.526315789473685,3.0,4.368421052631579,188.0
Pablo Cuevas,3,1.6666666666666667,1.0,80.0,51.0,37.0,18.0,12.666666666666666,3.0,4.666666666666667,180.0
Pablo Llamas Ruiz,1,1.0,2.0,98.0,71.0,53.0,12.0,15.0,4.0,6.0,
Pavel Kotov,10,3.3,3.0,78.1,50.1,36.6,14.2,12.3,2.4,4.5,191.0
